Date (MM/DD/YYYY),Time (HH:MM),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code)
01/01/1998,18:00,12.0,E,9,-10.0,E,9,19,A,7,961,E,9,290,E,9,3.6,E,9
01/01/1998,19:00,11.0,E,9,-10.0,E,9,20,A,7,961,E,9,280,E,9,5.2,E,9
01/01/1998,20:00,9.0,E,9,-10.0,E,9,23,A,7,961,E,9,0,E,9,0.0,E,9
01/01/1998,21:00,8.0,E,9,-11.0,E,9,22,A,7,961,E,9,300,E,9,2.1,E,9
01/01/1998,22:00,7.0,E,9,-11.0,E,9,24,A,7,961,E,9,290,E,9,3.6,E,9
01/01/1998,23:00,6.0,E,9,-11.0,E,9,25,A,7,961,E,9,360,E,9,2.1,E,9
01/01/1998,24:00,7.0,E,9,-11.0,E,9,24,A,7,961,E,9,310,E,9,4.6,E,9
01/02/1998,01:00,9.0,E,9,-11.0,E,9,21,A,7,961,E,9,290,E,9,3.6,E,9
01/02/1998,02:00,6.0,E,9,-11.0,E,9,25,A,7,961,E,9,360,E,9,2.1,E,9
01/02/1998,03:00,9.0,E,9,-11.0,E,9,21,A,7,961,E,9,280,E,9,6.2,E,9
01/02/1998,04:00,9.0,E,9,-11.0,E,9,21,A,7,961,E,9,290,E,9,5.7,E,9
01/02/1998,05:00,10.0,E,9,-11.0,E,9,19,A,7,961,E,9,290,E,9,5.7,E,9
01/02/1998,06:00,9.0,E,9,-11.0,E,9,21,A,7,961,E,9,300,E,9,6.2,E,9
01/02/1998,07:00,11.0,E,9,-11.0,E,9,18,A,7,961,E,9,300,E,9,7.7,E,9
01/02/1998,08:00,10.0,E,9,-11.0,E,9,19,A,7,962,E,9,300,E,9,6.2,E,9
01/02/1998,09:00,14.0,E,9,-10.0,E,9,16,A,7,963,E,9,330,E,9,4.1,E,9
01/02/1998,10:00,16.0,E,9,-8.0,E,9,17,A,7,964,E,9,360,E,9,5.7,E,9
01/02/1998,11:00,17.0,E,9,-8.0,E,9,16,A,7,963,E,9,360,E,9,3.6,E,9
01/02/1998,12:00,17.0,E,9,-7.0,E,9,17,A,7,962,E,9,10,E,9,5.7,E,9
01/02/1998,13:00,18.0,E,9,-7.0,E,9,16,A,7,961,E,9,20,E,9,5.2,E,9
01/02/1998,14:00,18.0,E,9,-7.0,E,9,16,A,7,961,E,9,10,E,9,4.1,E,9
01/02/1998,15:00,18.0,E,9,-7.0,E,9,16,A,7,961,E,9,350,E,9,6.2,E,9
01/02/1998,16:00,18.0,E,9,-8.0,E,9,15,A,7,961,E,9,10,E,9,4.6,E,9
01/02/1998,17:00,15.0,E,9,-9.0,E,9,17,A,7,960,E,9,300,E,9,3.6,E,9
01/02/1998,18:00,16.0,E,9,-9.0,E,9,16,A,7,960,E,9,310,E,9,1.7,E,9
01/02/1998,19:00,13.0,E,9,-11.0,E,9,16,A,7,959,E,9,290,E,9,4.0,E,9
01/02/1998,20:00,12.0,E,9,-12.0,E,9,15,A,7,959,E,9,300,E,9,5.7,E,9
01/02/1998,21:00,11.0,E,9,-12.0,E,9,17,A,7,958,E,9,300,E,9,6.2,E,9
01/02/1998,22:00,9.0,E,9,-13.0,E,9,17,A,7,957,E,9,310,E,9,3.1,E,9
01/02/1998,23:00,8.0,E,9,-11.0,E,9,22,A,7,956,E,9,20,E,9,1.1,E,9
01/02/1998,24:00,7.0,E,9,-13.0,E,9,20,A,7,954,E,9,20,E,9,1.3,E,9
01/03/1998,01:00,6.0,E,9,-13.0,E,9,21,A,7,953,E,9,340,E,9,3.9,E,9
01/03/1998,02:00,6.0,E,9,-13.0,E,9,21,A,7,953,E,9,10,E,9,4.4,E,9
01/03/1998,03:00,5.0,E,9,-14.0,E,9,21,A,7,951,E,9,10,E,9,3.9,E,9
01/03/1998,04:00,5.0,E,9,-13.0,E,9,23,A,7,951,E,9,360,E,9,3.5,E,9
01/03/1998,05:00,4.0,E,9,-13.0,E,9,24,A,7,949,E,9,20,E,9,4.6,E,9
01/03/1998,06:00,6.0,E,9,-13.0,E,9,21,A,7,949,E,9,340,E,9,3.1,E,9
01/03/1998,07:00,2.0,E,9,-14.0,E,9,26,A,7,947,E,9,300,E,9,2.1,E,9
01/03/1998,08:00,4.0,E,9,-14.0,E,9,22,A,7,948,E,9,310,E,9,2.1,E,9
01/03/1998,09:00,8.0,E,9,-13.0,E,9,19,A,7,949,E,9,300,E,9,2.1,E,9
01/03/1998,10:00,10.6,E,9,-12.4,E,9,16,A,7,949,E,9,300,E,9,6.2,E,9
01/03/1998,11:00,13.0,E,9,-12.0,E,9,15,A,7,950,E,9,300,E,9,11.3,E,9
01/03/1998,12:00,17.0,E,9,-10.0,E,9,13,A,7,950,E,9,310,E,9,12.4,E,9
01/03/1998,13:00,18.0,E,9,-8.0,E,9,15,A,7,949,E,9,320,E,9,12.4,E,9
01/03/1998,14:00,18.7,E,9,-7.8,E,9,15,A,7,949,E,9,300,E,9,14.4,E,9
01/03/1998,15:00,19.0,E,9,-8.0,E,9,14,A,7,948,E,9,300,E,9,14.4,E,9
01/03/1998,16:00,18.0,E,9,-8.0,E,9,15,A,7,948,E,9,310,E,9,11.3,E,9
01/03/1998,17:00,16.0,E,9,-9.0,E,9,16,A,7,947,E,9,290,E,9,10.3,E,9
01/03/1998,18:00,13.7,E,9,-11.0,E,9,15,A,7,947,E,9,290,E,9,10.3,E,9
01/03/1998,19:00,12.1,E,9,-13.1,E,9,14,A,7,947,E,9,320,E,9,5.2,E,9
01/03/1998,20:00,11.0,E,9,-15.0,E,9,13,A,7,947,E,9,340,E,9,6.2,E,9
01/03/1998,21:00,7.0,E,9,-16.0,E,9,15,A,7,946,E,9,90,E,9,2.6,E,9
01/03/1998,22:00,8.0,E,9,-17.0,E,9,13,A,7,946,E,9,90,E,9,2.6,E,9
01/03/1998,23:00,7.0,E,9,-17.0,E,9,14,A,7,946,E,9,340,E,9,3.1,E,9
01/03/1998,24:00,6.0,E,9,-17.0,E,9,15,A,7,946,E,9,330,E,9,1.5,E,9
01/04/1998,01:00,5.0,E,9,-17.0,E,9,16,A,7,946,E,9,300,E,9,1.5,E,9
01/04/1998,02:00,4.0,E,9,-17.0,E,9,17,A,7,945,E,9,280,E,9,4.1,E,9
01/04/1998,03:00,3.8,E,9,-16.8,E,9,17,A,7,945,E,9,300,E,9,4.1,E,9
01/04/1998,04:00,3.5,E,9,-17.2,E,9,17,A,7,945,E,9,320,E,9,2.6,E,9
01/04/1998,05:00,3.1,E,9,-17.2,E,9,18,A,7,945,E,9,290,E,9,3.1,E,9
01/04/1998,06:00,3.0,E,9,-17.0,E,9,18,A,7,944,E,9,290,E,9,4.1,E,9
01/04/1998,07:00,4.0,E,9,-17.0,E,9,17,A,7,945,E,9,250,E,9,3.1,E,9
01/04/1998,08:00,3.0,E,9,-18.0,E,9,16,A,7,945,E,9,260,E,9,1.5,E,9
01/04/1998,09:00,5.8,E,9,-16.8,E,9,15,A,7,946,E,9,320,E,9,1.0,E,9
01/04/1998,10:00,9.0,E,9,-16.0,E,9,13,A,7,947,E,9,360,E,9,1.0,E,9
01/04/1998,11:00,14.0,E,9,-11.0,E,9,15,A,7,946,E,9,310,E,9,1.0,E,9
01/04/1998,12:00,17.0,E,9,-8.0,E,9,16,A,7,946,E,9,330,E,9,1.5,E,9
01/04/1998,13:00,19.0,E,9,-6.0,E,9,17,A,7,945,E,9,330,E,9,1.5,E,9
01/04/1998,14:00,21.0,E,9,-4.0,E,9,18,A,7,945,E,9,0,E,9,0.0,E,9
01/04/1998,15:00,20.2,E,9,-5.4,E,9,16,A,7,944,E,9,0,E,9,0.0,E,9
01/04/1998,16:00,18.5,E,9,-7.1,E,9,16,A,7,944,E,9,0,E,9,0.0,E,9
01/04/1998,17:00,16.0,E,9,-9.0,E,9,16,A,7,943,E,9,0,E,9,0.0,E,9
01/04/1998,18:00,12.0,E,9,-14.0,E,9,13,A,7,943,E,9,0,E,9,0.0,E,9
01/04/1998,19:00,10.0,E,9,-16.0,E,9,12,A,7,942,E,9,270,E,9,1.0,E,9
01/04/1998,20:00,11.1,E,9,-12.7,E,9,15,A,7,943,E,9,240,E,9,0.9,E,9
01/04/1998,21:00,9.2,E,9,-13.4,E,9,16,A,7,943,E,9,280,E,9,1.9,E,9
01/04/1998,22:00,8.6,E,9,-12.3,E,9,19,A,7,943,E,9,280,E,9,1.8,E,9
01/04/1998,23:00,8.3,E,9,-11.8,E,9,20,A,7,943,E,9,280,E,9,1.8,E,9
01/04/1998,24:00,7.4,E,9,-10.5,E,9,24,A,7,943,E,9,290,E,9,2.7,E,9
01/05/1998,01:00,6.5,E,9,-10.2,E,9,26,A,7,942,E,9,290,E,9,1.6,E,9
01/05/1998,02:00,7.5,E,9,-7.8,E,9,30,A,7,942,E,9,0,E,9,0.0,E,9
01/05/1998,03:00,5.6,E,9,-7.5,E,9,36,A,7,942,E,9,320,E,9,0.3,E,9
01/05/1998,04:00,5.7,E,9,-6.2,E,9,40,A,7,941,E,9,0,E,9,0.0,E,9
01/05/1998,05:00,6.8,E,9,-4.9,E,9,41,A,7,942,E,9,0,E,9,0.0,E,9
01/05/1998,06:00,5.3,E,9,-3.7,E,9,50,A,7,942,E,9,0,E,9,0.0,E,9
01/05/1998,07:00,3.9,E,9,-2.3,E,9,63,A,7,943,E,9,330,E,9,3.1,E,9
01/05/1998,08:00,5.0,A,7,-1.0,A,7,64,A,7,943,A,7,350,A,7,1.5,A,7
01/05/1998,09:00,7.2,A,7,1.0,A,7,65,A,7,944,A,7,310,A,7,6.2,A,7
01/05/1998,10:00,7.8,A,7,1.6,B,8,65,A,7,945,B,8,300,A,7,6.2,A,7
01/05/1998,11:00,8.9,A,7,2.0,A,7,62,A,7,945,A,7,300,A,7,6.2,A,7
01/05/1998,12:00,10.0,A,7,1.0,A,7,54,A,7,944,A,7,340,A,7,5.2,A,7
01/05/1998,13:00,11.1,A,7,1.0,A,7,50,A,7,943,A,7,350,A,7,9.3,A,7
01/05/1998,14:00,12.2,A,7,0.0,A,7,43,A,7,944,A,7,330,A,7,6.2,A,7
01/05/1998,15:00,12.2,A,7,0.0,A,7,43,A,7,944,A,7,320,A,7,4.1,A,7
01/05/1998,16:00,11.1,A,7,0.0,A,7,46,A,7,955,A,7,330,A,7,5.2,A,7
01/05/1998,17:00,9.5,B,8,-0.9,B,8,48,A,7,955,B,8,330,B,8,5.1,B,8
01/05/1998,18:00,7.6,B,8,-1.1,B,8,53,A,7,955,B,8,330,B,8,5.1,B,8
01/05/1998,19:00,6.3,B,8,-1.3,B,8,57,A,7,954,B,8,320,B,8,5.0,B,8
01/05/1998,20:00,5.5,B,8,-1.5,B,8,60,A,7,954,B,8,320,B,8,4.9,B,8
01/05/1998,21:00,4.8,B,8,-1.9,B,8,61,A,7,954,B,8,320,B,8,4.9,B,8
01/05/1998,22:00,4.1,B,8,-2.3,B,8,62,A,7,953,B,8,320,B,8,4.8,B,8
01/05/1998,23:00,3.7,B,8,-3.2,B,8,59,A,7,953,B,8,320,B,8,4.7,B,8
01/05/1998,24:00,3.2,B,8,-3.6,B,8,59,A,7,952,B,8,320,B,8,4.7,B,8
01/06/1998,01:00,2.7,B,8,-4.0,B,8,59,A,7,952,B,8,310,B,8,4.6,B,8
01/06/1998,02:00,2.2,B,8,-4.5,B,8,59,A,7,952,B,8,310,B,8,4.6,B,8
01/06/1998,03:00,2.0,B,8,-4.5,B,8,59,A,7,951,B,8,310,B,8,4.5,B,8
01/06/1998,04:00,1.7,B,8,-5.0,B,8,58,A,7,951,B,8,310,B,8,4.4,B,8
01/06/1998,05:00,1.2,B,8,-5.3,B,8,59,A,7,951,B,8,310,B,8,4.4,B,8
01/06/1998,06:00,1.2,B,8,-5.3,B,8,59,A,7,950,B,8,310,B,8,4.3,B,8
01/06/1998,07:00,1.1,B,8,-5.1,B,8,60,A,7,950,B,8,300,B,8,4.2,B,8
01/06/1998,08:00,2.7,B,8,-4.5,B,8,57,A,7,950,B,8,300,B,8,4.2,B,8
01/06/1998,09:00,5.0,A,7,-4.0,A,7,50,A,7,949,A,7,300,A,7,4.1,A,7
01/06/1998,10:00,8.9,A,7,-12.0,A,7,19,A,7,950,A,7,290,A,7,2.1,A,7
01/06/1998,11:00,11.1,A,7,-8.0,A,7,23,A,7,949,A,7,270,A,7,1.0,A,7
01/06/1998,12:00,12.2,A,7,-8.0,A,7,22,A,7,948,A,7,290,A,7,2.1,A,7
01/06/1998,13:00,12.8,A,7,-10.0,A,7,18,A,7,948,A,7,0,A,7,0.0,A,7
01/06/1998,14:00,12.2,A,7,-6.0,A,7,26,A,7,947,A,7,0,A,7,0.0,A,7
01/06/1998,15:00,12.2,A,7,-6.0,A,7,26,A,7,947,A,7,0,A,7,0.0,A,7
01/06/1998,16:00,12.2,A,7,-5.0,A,7,28,A,7,947,A,7,0,A,7,0.0,A,7
01/06/1998,17:00,10.5,B,8,-5.8,B,8,30,A,7,947,B,8,360,B,8,0.2,B,8
01/06/1998,18:00,8.4,B,8,-5.9,B,8,34,A,7,947,B,8,350,B,8,0.3,B,8
01/06/1998,19:00,6.9,B,8,-6.0,B,8,37,A,7,947,B,8,350,B,8,0.5,B,8
01/06/1998,20:00,6.0,B,8,-6.1,B,8,39,A,7,947,B,8,350,B,8,0.7,B,8
01/06/1998,21:00,5.1,B,8,-6.4,B,8,41,A,7,947,B,8,340,B,8,0.8,B,8
01/06/1998,22:00,4.2,B,8,-6.7,B,8,42,A,7,947,B,8,340,B,8,1.0,B,8
01/06/1998,23:00,3.6,B,8,-7.5,B,8,41,A,7,947,B,8,340,B,8,1.1,B,8
01/06/1998,24:00,2.9,B,8,-7.8,B,8,42,A,7,946,B,8,340,B,8,1.3,B,8
01/07/1998,01:00,2.2,B,8,-8.1,B,8,43,A,7,946,B,8,330,B,8,1.5,B,8
01/07/1998,02:00,1.6,B,8,-8.5,B,8,43,A,7,946,B,8,330,B,8,1.6,B,8
01/07/1998,03:00,1.2,B,8,-8.4,B,8,45,A,7,946,B,8,330,B,8,1.8,B,8
01/07/1998,04:00,0.7,B,8,-8.9,B,8,45,A,7,946,B,8,320,B,8,2.0,B,8
01/07/1998,05:00,0.1,B,8,-9.1,B,8,46,A,7,946,B,8,320,B,8,2.1,B,8
01/07/1998,06:00,-0.1,B,8,-9.0,B,8,47,A,7,946,B,8,320,B,8,2.3,B,8
01/07/1998,07:00,-0.3,B,8,-8.6,B,8,49,A,7,946,B,8,310,B,8,2.4,B,8
01/07/1998,08:00,1.1,A,7,-8.0,A,7,47,A,7,946,A,7,310,A,7,2.6,A,7
01/07/1998,09:00,3.9,A,7,-7.0,A,7,42,A,7,946,A,7,0,A,7,0.0,A,7
01/07/1998,10:00,7.2,A,7,-7.0,A,7,33,A,7,946,A,7,0,A,7,0.0,A,7
01/07/1998,11:00,8.9,A,7,-11.0,A,7,21,A,7,946,A,7,0,A,7,0.0,A,7
01/07/1998,12:00,12.8,A,7,-5.0,A,7,27,A,7,945,A,7,0,A,7,0.0,A,7
01/07/1998,13:00,15.0,A,7,-8.0,A,7,18,A,7,944,A,7,0,A,7,0.0,A,7
01/07/1998,14:00,15.0,A,7,-11.0,A,7,14,A,7,943,A,7,0,A,7,0.0,A,7
01/07/1998,15:00,15.0,A,7,-9.4,B,8,16,A,7,943,B,8,0,A,7,0.0,A,7
01/07/1998,16:00,13.9,A,7,-8.0,A,7,20,A,7,943,A,7,0,A,7,0.0,A,7
01/07/1998,17:00,12.1,B,8,-8.2,B,8,22,A,7,943,B,8,350,B,8,0.1,B,8
01/07/1998,18:00,10.0,B,8,-7.7,B,8,26,A,7,943,B,8,350,B,8,0.3,B,8
01/07/1998,19:00,8.5,B,8,-7.4,B,8,29,A,7,943,B,8,340,B,8,0.4,B,8
01/07/1998,20:00,7.5,B,8,-6.8,B,8,33,A,7,943,B,8,330,B,8,0.5,B,8
01/07/1998,21:00,6.6,B,8,-6.6,B,8,36,A,7,942,B,8,330,B,8,0.7,B,8
01/07/1998,22:00,5.7,B,8,-6.3,B,8,39,A,7,942,B,8,320,B,8,0.8,B,8
01/07/1998,23:00,5.0,B,8,-6.6,B,8,40,A,7,942,B,8,310,B,8,0.9,B,8
01/07/1998,24:00,4.3,B,8,-6.3,B,8,43,A,7,942,B,8,310,B,8,1.1,B,8
01/08/1998,01:00,3.6,B,8,-6.1,B,8,46,A,7,942,B,8,300,B,8,1.2,B,8
01/08/1998,02:00,2.9,B,8,-5.9,B,8,49,A,7,942,B,8,290,B,8,1.3,B,8
01/08/1998,03:00,2.5,B,8,-5.3,B,8,54,A,7,942,B,8,280,B,8,1.4,B,8
01/08/1998,04:00,2.0,B,8,-5.1,B,8,56,A,7,942,B,8,280,B,8,1.6,B,8
01/08/1998,05:00,1.3,B,8,-4.8,B,8,61,A,7,942,B,8,270,B,8,1.7,B,8
01/08/1998,06:00,1.0,B,8,-4.1,B,8,66,A,7,942,B,8,260,B,8,1.8,B,8
01/08/1998,07:00,0.8,B,8,-3.2,B,8,72,A,7,942,B,8,260,B,8,2.0,B,8
01/08/1998,08:00,2.2,A,7,-2.0,A,7,72,A,7,942,A,7,250,A,7,2.1,A,7
01/08/1998,09:00,5.0,A,7,-5.0,A,7,46,A,7,941,A,7,0,A,7,0.0,A,7
01/08/1998,10:00,6.1,A,7,-5.0,A,7,43,A,7,942,A,7,330,A,7,1.5,A,7
01/08/1998,11:00,8.9,A,7,-3.0,A,7,42,A,7,941,A,7,0,A,7,0.0,A,7
01/08/1998,12:00,10.0,A,7,-3.0,A,7,39,A,7,941,A,7,0,A,7,0.0,A,7
01/08/1998,13:00,12.2,A,7,-7.0,A,7,24,A,7,940,A,7,0,A,7,0.0,A,7
01/08/1998,14:00,12.8,A,7,-4.0,A,7,30,A,7,939,A,7,130,A,7,1.5,A,7
01/08/1998,15:00,13.9,A,7,-4.4,B,8,27,A,7,939,B,8,130,A,7,2.1,A,7
01/08/1998,16:00,12.8,A,7,-5.0,A,7,27,A,7,939,A,7,140,A,7,2.1,A,7
01/08/1998,17:00,12.2,A,7,-6.0,A,7,26,A,7,939,A,7,180,A,7,2.6,A,7
01/08/1998,18:00,8.9,A,7,-4.0,A,7,38,A,7,939,A,7,210,A,7,3.1,A,7
01/08/1998,19:00,7.8,A,7,-4.0,A,7,41,A,7,939,A,7,0,A,7,0.0,A,7
01/08/1998,20:00,7.2,A,7,-4.0,A,7,43,A,7,951,A,7,210,A,7,1.0,A,7
01/08/1998,21:00,5.0,A,7,-5.0,A,7,46,A,7,950,A,7,0,A,7,0.0,A,7
01/08/1998,22:00,5.0,A,7,-5.0,A,7,46,A,7,950,A,7,0,A,7,0.0,A,7
01/08/1998,23:00,5.0,A,7,-5.0,A,7,46,A,7,950,A,7,0,A,7,0.0,A,7
01/08/1998,24:00,4.3,E,9,-5.3,E,9,47,A,7,950,B,8,10,E,9,0.1,E,9
01/09/1998,01:00,3.7,E,9,-5.5,E,9,48,A,7,950,B,8,360,E,9,0.1,E,9
01/09/1998,02:00,3.1,E,9,-5.8,E,9,49,A,7,950,B,8,10,E,9,0.2,E,9
01/09/1998,03:00,2.8,E,9,-5.8,E,9,50,A,7,950,B,8,360,E,9,0.2,E,9
01/09/1998,04:00,2.3,E,9,-6.1,E,9,51,A,7,950,B,8,10,E,9,0.2,E,9
01/09/1998,05:00,1.8,E,9,-6.2,E,9,52,A,7,950,B,8,10,E,9,0.3,E,9
01/09/1998,06:00,1.5,E,9,-6.0,E,9,54,A,7,950,B,8,10,E,9,0.4,E,9
01/09/1998,07:00,1.4,E,9,-5.6,E,9,56,A,7,950,B,8,10,E,9,0.4,E,9
01/09/1998,08:00,2.8,A,7,-5.0,A,7,54,A,7,950,A,7,0,A,7,0.0,A,7
01/09/1998,09:00,3.9,A,7,-4.0,A,7,54,A,7,951,A,7,0,A,7,0.0,A,7
01/09/1998,10:00,7.2,A,7,-2.0,A,7,51,A,7,952,A,7,100,A,7,2.1,A,7
01/09/1998,11:00,10.0,A,7,-3.0,A,7,39,A,7,951,A,7,150,A,7,5.2,A,7
01/09/1998,12:00,10.0,A,7,-3.0,A,7,39,A,7,950,A,7,140,A,7,5.2,A,7
01/09/1998,13:00,10.0,A,7,-4.0,A,7,36,A,7,950,B,8,140,A,7,4.1,A,7
01/09/1998,14:00,7.8,A,7,3.0,A,7,72,A,7,950,B,8,140,A,7,5.2,A,7
01/09/1998,15:00,8.5,E,9,3.0,E,9,68,A,7,950,B,8,140,E,9,5.1,E,9
01/09/1998,16:00,7.1,E,9,2.1,E,9,70,A,7,950,B,8,130,E,9,5.0,E,9
01/09/1998,17:00,5.0,E,9,3.1,E,9,87,A,7,950,B,8,140,E,9,5.2,E,9
01/09/1998,18:00,2.5,E,9,2.5,E,9,100,A,7,950,B,8,150,E,9,5.4,E,9
01/09/1998,19:00,1.3,E,9,1.3,E,9,100,A,7,949,B,8,160,E,9,5.7,E,9
01/09/1998,20:00,0.6,E,9,0.6,E,9,100,A,7,949,B,8,170,E,9,5.8,E,9
01/09/1998,21:00,-0.8,E,9,-0.8,E,9,100,A,7,949,B,8,180,E,9,6.0,E,9
01/09/1998,22:00,0.5,E,9,-2.6,E,9,78,A,7,949,B,8,190,E,9,6.2,E,9
01/09/1998,23:00,-0.4,E,9,-2.6,E,9,83,A,7,949,B,8,200,E,9,6.4,E,9
01/09/1998,24:00,0.3,E,9,-2.5,E,9,79,A,7,949,B,8,200,E,9,6.7,E,9
01/10/1998,01:00,0.5,E,9,-2.5,E,9,78,A,7,949,B,8,210,E,9,6.9,E,9
01/10/1998,02:00,-0.4,E,9,-2.4,E,9,85,A,7,949,B,8,220,E,9,7.1,E,9
01/10/1998,03:00,-1.3,E,9,-2.4,E,9,91,A,7,948,B,8,230,E,9,7.3,E,9
01/10/1998,04:00,-1.7,E,9,-2.3,E,9,95,A,7,948,B,8,240,E,9,7.5,E,9
01/10/1998,05:00,0.8,E,9,-2.3,E,9,78,A,7,948,B,8,250,E,9,7.7,E,9
01/10/1998,06:00,3.2,E,9,-2.3,E,9,66,A,7,948,B,8,260,E,9,7.9,E,9
01/10/1998,07:00,1.7,E,9,-2.2,E,9,74,A,7,948,B,8,270,E,9,8.1,E,9
01/10/1998,08:00,2.5,E,9,-2.2,E,9,70,A,7,948,B,8,270,E,9,8.3,E,9
01/10/1998,09:00,6.0,E,9,-2.1,E,9,55,A,7,948,B,8,250,E,9,9.2,E,9
01/10/1998,10:00,8.4,E,9,-2.1,E,9,47,A,7,948,B,8,230,E,9,10.2,E,9
01/10/1998,11:00,9.7,E,9,-2.1,E,9,43,A,7,947,B,8,250,E,9,11.1,E,9
01/10/1998,12:00,11.1,E,9,-2.5,E,9,38,A,7,947,B,8,240,E,9,12.5,E,9
01/10/1998,13:00,11.3,E,9,-2.8,E,9,36,A,7,947,B,8,300,E,9,8.8,E,9
01/10/1998,14:00,12.6,E,9,-2.9,E,9,33,A,7,947,B,8,260,E,9,6.7,E,9
01/10/1998,15:00,12.2,E,9,-2.8,E,9,34,A,7,947,B,8,290,E,9,6.1,E,9
01/10/1998,16:00,11.9,E,9,-3.1,E,9,34,A,7,947,B,8,310,E,9,6.5,E,9
01/10/1998,17:00,9.8,E,9,-3.6,E,9,37,A,7,947,B,8,310,E,9,6.1,E,9
01/10/1998,18:00,7.3,E,9,-3.6,E,9,44,A,7,947,B,8,310,E,9,5.9,E,9
01/10/1998,19:00,6.3,E,9,-3.6,E,9,47,A,7,946,B,8,300,E,9,5.6,E,9
01/10/1998,20:00,5.4,E,9,-3.4,E,9,51,A,7,946,B,8,300,E,9,5.4,E,9
01/10/1998,21:00,5.1,E,9,-3.6,E,9,52,A,7,946,B,8,300,E,9,5.1,E,9
01/10/1998,22:00,3.1,E,9,3.1,E,9,100,A,7,946,B,8,300,E,9,4.8,E,9
01/10/1998,23:00,2.7,E,9,2.7,E,9,100,A,7,946,B,8,290,E,9,4.6,E,9
01/10/1998,24:00,2.9,E,9,2.9,E,9,100,A,7,946,B,8,290,E,9,4.3,E,9
01/11/1998,01:00,0.9,E,9,0.9,E,9,100,A,7,946,B,8,290,E,9,4.0,E,9
01/11/1998,02:00,1.1,E,9,1.1,E,9,100,A,7,946,B,8,290,E,9,3.8,E,9
01/11/1998,03:00,1.3,E,9,1.3,E,9,100,A,7,945,B,8,280,E,9,3.4,E,9
01/11/1998,04:00,0.9,E,9,0.9,E,9,100,A,7,945,B,8,280,E,9,3.2,E,9
01/11/1998,05:00,0.6,E,9,0.6,E,9,100,A,7,945,B,8,280,E,9,2.9,E,9
01/11/1998,06:00,-0.1,E,9,-0.1,E,9,100,A,7,945,B,8,280,E,9,2.6,E,9
01/11/1998,07:00,-0.7,E,9,-0.7,E,9,100,A,7,945,B,8,270,E,9,2.4,E,9
01/11/1998,08:00,3.9,A,7,3.9,E,9,100,A,7,945,A,7,270,A,7,2.1,A,7
01/11/1998,09:00,5.0,A,7,5.0,A,7,100,A,7,946,A,7,270,A,7,2.1,A,7
01/11/1998,10:00,7.2,A,7,6.0,A,7,92,A,7,946,A,7,0,A,7,0.0,A,7
01/11/1998,11:00,10.0,A,7,8.0,A,7,87,A,7,946,A,7,0,A,7,0.0,A,7
01/11/1998,12:00,12.8,A,7,8.0,A,7,73,A,7,945,A,7,0,A,7,0.0,A,7
01/11/1998,13:00,13.6,E,9,7.8,E,9,68,A,7,945,B,8,0,E,9,0.0,E,9
